id,text,created_at,user_id,retweet_count,username,user_desc,location,verified
1494099173372801024,"VERY IMPORTANT: Take 1 hour out of your day and listen to this. Its a perfect summary of what has happened in the last two years, it explains why, and explains why its over for the tyrannical governments. https://t.co/MvqIqhK0NG",2022-02-16T23:59:36.000Z,74845751,25,mk_hostile17,"Theoretical physicist https://t.co/DdSMtoZd81 Pronouns: he/haw, (wife's pronouns: the/missus)",UK,False
1494099060457881608,"@JeromeAdamsMD @BKC71 Then those ""at risk"" teachers need to take precautions. Since when is it a child's job to protect grown ups? If you think you can mandate an experimental shot, because that's what it is, you had better make sure someone can be held accountable (Pfizer, BOE, or politicians).",2022-02-16T23:59:09.000Z,1440741142690086929,0,Zod48,,,False
1494099147393323015,"RT @andrewbostom: Israel: 4th C19 mRNA vax doses NOT the charm→ “common” breakthrough infections, with only 30% (Pfizer) &amp; 11% (Moderna) va…",2022-02-16T23:59:30.000Z,3053283998,223,Blueridgewv,"Conservative-I, Christian-principled, Constitutional gov't, States' rights, free mkts, regulated freedom, law/order. Principles over party/persons. DeSantis2024",West Virginia,False
1494098852902838277,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:58:20.000Z,828356838655664130,7352,KatarinaOhi,,,False
1494099077939802112,"@elonnotificati2 Meanwhile, colleges are requiring boosters and now son has a bad reaction to Pfizer. Thanks a lot Novavax. Would’ve definitely gotten that one.",2022-02-16T23:59:13.000Z,24962153,0,wellnessseeker,,,False
1494098568688324611,"RT @zoospacer: Once Emergency Authorisation for the ‘V’ runs out, Pfizer, Moderna et al. become liable… UNLESS their ‘V’ is routinely given…",2022-02-16T23:57:12.000Z,794655463250006018,15,textranquilo,"S Texas boy, mind unaffected by Libtardation. MAGA",Rockport Texas ,False
1494099021706633216,"RT @braedalibby: Got a letter back from my do nothing Rep. Schrader, praising the vaccine.  Sure he is making bank on it, because he is a P…",2022-02-16T23:59:00.000Z,972811,3,Harlem,"America First! Patriot. MAGA. $XRP, $VET, $HBAR, $HOT, $XLM, $ALGO, $SHIB, $SNDL $AMC just to name a few. LOVE CONQUERS ALL. Beware, I'm a conspiracy theorist.",The Universe,False
1494098493174079492,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:56:54.000Z,3900763396,7352,JoettaCreasia,Displaced Southerner loving and living life in Little Rhody.,,False
1494098811911868418,"RT @Jem23S: My 96 year old veteran father was very well until third Pfizer vaccine. Had heart pain, breathlessness and lethargy 12 hours la…",2022-02-16T23:58:10.000Z,1150524293572366339,5,BlueSlots,"Online slots Real money + real results. Claim your free spins and no deposit bonuses here: https://t.co/FaRkTEKwJK (Injured by the Vax)
18+ https://t.co/HM1RlWpV5I",Canada,False
1494098958221721603,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:58:45.000Z,1266834866135601153,7352,Kreutzjr1,"Son, Husband, Father, learning every day",NC,False
1494099143501008903,"RT @MagninAlex: @HighWireTalk @JeffereyJaxen Shocker! But don't worry, I am sure Pfizer has a drug for that!",2022-02-16T23:59:29.000Z,1400276006116671492,1,TruthCantHid,"Proud Hindu of world's largest democracy, Bharat.

🕉 सनातनि Telugu Autism Dad Yoga Ayurveda Sanskrit Vaccines

99% Sarcasm,2% Rest
RTs No endorsements","Punyabhoomi Bharat, aka India",False
1494098476094959619,RT @TraumaTruth: To Pfizer: Why have you rolled out a vaccine for children for which the trial is still ongoing and estimated completion is…,2022-02-16T23:56:50.000Z,130487762,159,BigFatArts,"Artist: Czar Catstick

""The problem with the world is that the intelligent people are full of doubts, while the stupid ones are full of confidence."" (Bukowski)",Life on Mars,False
1494098507594088450,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:56:57.000Z,2444398702,6868,apacho_ee,"“If liberty means anything at all, it means the right to tell people what they do not want to hear”",Dystopia,False
1494099016052887554,"RT @TraumaTruth: The offer to vaccinate our healthy 9 year old daughter, who has Down Syndrome,arrived by post at the end of January.

This…",2022-02-16T23:58:59.000Z,1310589305304371207,1226,LMShe4,,Northern Ireland,False
1494098581959102464,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:57:15.000Z,401689042,7352,Smitenon,,,False
1494098695779872769,"RT @KoenSwinkels: You know what Moderna, BioNTech (Pfizer's partner) &amp; the Sputnik manufacturer have in common?

None of them had ever made…",2022-02-16T23:57:42.000Z,1493349522025549825,82,natalie_j1402,Unacceptable Canadian.,Canada,False
1494099229014249474,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:59:49.000Z,1139308506845073408,6868,Aubade1970,"RN 33 years
Fiercely anti mandate/tyranny/segregation",English in Australia,False
1494098513432559621,RT @barnes_law: $2Billion claim filed against Pfizer for fraud. Whisteblower witnessed during clinical trials. Can read the unsealed suit h…,2022-02-16T23:56:59.000Z,51239724,1586,VrbanTony,Retweets do not equal endorsement,Toronto,False
1494098480096186374,"RT @eshow1969: So let me get this straight…

Pfizer cut the trials short at 3 months
Fauci says the effectiveness wanes at 4 months
They st…",2022-02-16T23:56:51.000Z,7385622,22,aaronwall,"it can't go any lower, he said, mistakenly",purgatory,False
1494098703258468355,RT @USUncovered: Problems with Pfizer Covid Vaccine Trials Censored by “Fact Checkers” https://t.co/dHp1I2jSHU https://t.co/15QGoWBfJZ,2022-02-16T23:57:44.000Z,2699226190,7,nicomtldrums,,Montreal,False
1494098936830652417,"RT @MakisMD: This is “fantastic news” for millions of double vaccinated &amp; boosted who will soon be testing HIV+ 🤦‍♂️

They’re already softe…",2022-02-16T23:58:40.000Z,1958146268,94,fwv710,#Bitcoin,,False
1494098646949838848,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:57:31.000Z,1078105775720091649,7352,Shanna_Hanna_,"Trump 2024  #MAGA #PATRIOT
Liberalism is a disease.
Republican.
Covid vaccines are poison.",,False
1494098588757942274,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:57:17.000Z,1492480150797053955,7352,Michele4Canada_,Nothing Can Stop What Is Coming.....nothing. #FREEDOM,5D FREEDOM,False
1494098978358509569,"RT @KaraKarlson: @DGFX_Studio @ViralCarmichael Pfizer is too low, per the antibody immunobridging test. But Moderna is being held up by a p…",2022-02-16T23:58:50.000Z,15577545,2,scott_squires,"Director, VFX Supe-The Mask, DragonHeart, Star Wars: Phantom Menace, etc, VES Fellow, Close Encounters- 1st film. Pol tweets my own.",Los Angeles,False
1494098605979938817,"RT @DrAseemMalhotra: This is a government of the people, by the people, and for the people no longer. It is a government of Pfizer, by Pfiz…",2022-02-16T23:57:21.000Z,344295672,2011,DTBXY,,,False
1494099034788749313,@jchianello @dianedeans @JimWatsonOttawa Lol The swamp is draining itself!!! what will Pfizer and the WEF do without them...Clean slate  is what we need on all levels of government. such a shit show!,2022-02-16T23:59:03.000Z,1358424403420274690,0,LaplanteCarmen,,,False
1494098734375915520,"RT @JudicialWatch: ""Pfizer was working with the FBI to retaliate against O’Keefe based on what the FBI told Judicial Watch in the FOIA requ…",2022-02-16T23:57:51.000Z,1378147869929189379,421,MUSTANG87019229,,,False
1494099249792835586,RT @FinallyFoux: @FrontlineFlash @drsimonegold They’re trying to soften the blow a little from the Pfizer documents that SHOULD be released.,2022-02-16T23:59:54.000Z,1393029516109312002,2,Judy57804607,Chaser of truth,,False
1494098638238208002,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:57:29.000Z,951325944379195392,6868,alan6195,Patriot,Lake forest,False
1494099249444921347,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:59:54.000Z,1458565620551782403,6868,PaulCol22039665,,,False
1494098864865177602,RT @milamiarose: Pfizer recommends that a jab every 3-4 months is best for their business.,2022-02-16T23:58:23.000Z,1386584135582445569,432,Scuba_Matta,,,False
1494098723093323776,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:57:49.000Z,2864888457,6868,LeftyLindeey,Gluten free/vegan baker. Gardener. Backpacker hiker camper and outdoor enthusiast.  Domestic goddess.Very loving and easy going Lady Namaste 🙏♥,"Michigan, USA",False
1494098776679669763,"RT @Amy21407287: The Pfizer compound is about to expire, but doctors are being advised to change the expiry date and inject people with it…",2022-02-16T23:58:02.000Z,1195354769201795073,38,gleasonbill1965,"Musician, Dad, mma fan, writer, introvert, fan of 80’s Rock, Pro 1st and 2nd amendment","Illinois, USA",False
1494098593145405446,"RT @JudicialWatch: ""Pfizer was working with the FBI to retaliate against O’Keefe based on what the FBI told Judicial Watch in the FOIA requ…",2022-02-16T23:57:18.000Z,1423500213361299456,421,Pammywho,No filter,,False
1494098795013066753,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:58:06.000Z,1398692452928720980,7352,Kathyga40245561,"married,4 kids,6 grands,5 greats
retired hairdresser
Love Trump
DO NOT DM,I'll just ignore it!","Arkansas, USA",False
1494099256117968897,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:59:56.000Z,1325641642469191680,6868,Latinosforcomm1,"“Covid is a deadly pandemic. It killed science, logic, evidence-based medicine, and common sense” Dr. Eli David. mostly retweets but views are my own","Washington, DC",False
1494098911954411520,"They need kids for their trial that ends in 2026.

Anybody wanna donate their kids to science?

https://t.co/GpOMlN1zcn https://t.co/1SBCY6mxwT",2022-02-16T23:58:34.000Z,1260338922921615360,0,KellyHo02428773,🍊🍊🍊🍊🍊🍊🍊🍊🍊,,False
1494099009191006213,"RT @FrankGrimes_Jr: @MarcLobliner ""Pfizer Inc said on Friday it had withdrawn an application for emergency-use authorisation of its COVID-1…",2022-02-16T23:58:57.000Z,1223389344976769030,33,MomFluffyz,Author Humanitarian Democrat Dog Lover,"Connecticut, USA",False
1494098540326313985,"RT @ss_shocks: ⚡️In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:57:05.000Z,1401658712364785667,18,D64235192,Give me liberty or give me death.,,False
1494098667522904078,"RT @DrTessaT: Another ‘coincidence’...
6 years old
https://t.co/WWTx2ORfoo",2022-02-16T23:57:36.000Z,1263079313177444353,8,Laurel04693547,Just trying to be realistic.,New Jersey,False
1494099253706190853,RT @milamiarose: Pfizer recommends that a jab every 3-4 months is best for their business.,2022-02-16T23:59:55.000Z,2742201906,432,lukes_a_star,,,False
1494098747013357569,"RT @DrAseemMalhotra: This is a government of the people, by the people, and for the people no longer. It is a government of Pfizer, by Pfiz…",2022-02-16T23:57:54.000Z,1311567881646338048,2011,Cris43064119,,,False
1494098736401858560,RT @ChuckCallesto: REPORT: [Reuters] - Pfizer Inc has WITHDRAWN an application for emergency-use authorization of its COVID-19 vaccine in I…,2022-02-16T23:57:52.000Z,31435399,7352,kimbaleena,"- mom of two -
Independent Epicure Consultant

⭐I want to know the truth.",Canada,False
1494098827841843202,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:58:14.000Z,1059286769550663680,6868,weedinvestor,"Investor, husband, father, Golf, hockey player. ...........OG member of #MSOGANG (msog’s)","Toronto, Ontario",False
1494098542536835077,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:57:06.000Z,1455281103502290945,6868,TeahanJoanne,"lover of the “old normal” I will defy the new normal. artistic, lover of music of any genre but especially the 80’s. freedom fighters unite.","Leeds, England",False
1494098676955983877,"RT @VigilantFox: In Canada, there is speculation that Justin Trudeau and his family's foundation holds 40% of Acuitas, which is a manufactu…",2022-02-16T23:57:38.000Z,1258222002000838656,6868,_seeker_oftruth,"Picking through the weeds in search for the truth 🌱
        Forager • Gardener • Homeschool
Somtimes I 📢 Politics •FREEDOM
🇨🇦 #NoVaccinePassportsAnywhere 🌎",Canada,False
1494098867079434241,@Toneman111 Shot giving vaccinated AIDS says Pfizer.,2022-02-16T23:58:23.000Z,839627124050841601,0,CatholicLady10,"Roman Catholic Christian! Blunt, Sarcastic. Love Family, USA, Military, Golden Rule, Prayer in school. On #Gettr!  NO Lists, Porn, Cursing or DMs!","Arizona, USA",False
1494098972973191170,"RT @fynn_fan: What do you get out of this new development and why are US regulators less interested in these studies than India? 🙄

https:/…",2022-02-16T23:58:48.000Z,1343020964972519431,815,OncRN5,"Christian Conservative Patriot. Oncology Research RN. Love liberty, truth and our Constitution.",,False
